complex_name,protein_path,ligand_description,protein_sequence
A19_1_formaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/1_formaldehyde.sdf,
A19_20_Citral,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/20_Citral.sdf,
A19_21_cis-2-Octenal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/21_cis-2-Octenal.sdf,
A19_22_trans-2-Octenal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/22_trans-2-Octenal.sdf,
A19_23_4-Hydroxynonenal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/23_4-Hydroxynonenal.sdf,
A19_24_Tetradecanal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/24_Tetradecanal.sdf,
A19_25_hexadecanal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/25_hexadecanal.sdf,
A19_26_trans-2-hexadecenal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/26_trans-2-hexadecenal.sdf,
A19_27_Benzaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/27_Benzaldehyde.sdf,
A19_28_Phenylacetaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/28_Phenylacetaldehyde.sdf,
A19_29_Salicylaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/29_Salicylaldehyde.sdf,
A19_2_acetaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/2_acetaldehyde.sdf,
"A19_30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",/mnt/Coco/A15-B2/A19.pdb,"/mnt/Coco/substrate/30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal.sdf",
"A19_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",/mnt/Coco/A15-B2/A19.pdb,"/mnt/Coco/substrate/31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal.sdf",
A19_32_9-cis-Retinal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/32_9-cis-Retinal.sdf,
A19_33_11-cis-Retinol,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/33_11-cis-Retinol.sdf,
A19_34_4-hydroxy-2-nonenal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/34_4-hydroxy-2-nonenal.sdf,
A19_35_Cinnamaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/35_Cinnamaldehyde.sdf,
A19_36_3-(4-Isopropylphenyl)-2-methylpropanal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/36_3-(4-Isopropylphenyl)-2-methylpropanal.sdf,
A19_37_thiobenzaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/37_thiobenzaldehyde.sdf,
"A19_38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",/mnt/Coco/A15-B2/A19.pdb,"/mnt/Coco/substrate/38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde.sdf",
A19_39_4-nitrobenzaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/39_4-nitrobenzaldehyde.sdf,
A19_3_propylaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/3_propylaldehyde.sdf,
A19_40_Furan-2-carbaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/40_Furan-2-carbaldehyde.sdf,
A19_41_Indole-3-acetaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/41_Indole-3-acetaldehyde.sdf,
A19_42_Glutamate-5-semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/42_Glutamate-5-semialdehyde.sdf,
A19_43_Glutamate-1-semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/43_Glutamate-1-semialdehyde.sdf,
A19_44_glutarate semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/44_glutarate semialdehyde.sdf,
A19_45_adipate semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/45_adipate semialdehyde.sdf,
A19_46_Succinic semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/46_Succinic semialdehyde.sdf,
A19_47_methylmalonate semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/47_methylmalonate semialdehyde.sdf,
A19_48_alpha-aminoadipate semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/48_alpha-aminoadipate semialdehyde.sdf,
A19_49_2-Aminomuconic semialdehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/49_2-Aminomuconic semialdehyde.sdf,
A19_4_malonaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/4_malonaldehyde.sdf,
A19_50_10-formyltetrahydrofolate,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/50_10-formyltetrahydrofolate.sdf,
A19_51_6R-Tetrahydrofolic acid,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/51_6R-Tetrahydrofolic acid.sdf,
A19_52_Triose phosphate,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/52_Triose phosphate.sdf,
A19_53_Pyridoxal phosphate,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/53_Pyridoxal phosphate.sdf,
A19_54_Methanol,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/54_Methanol.sdf,
A19_55_Ethanol,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/55_Ethanol.sdf,
A19_56_S-hydroxy-methylglutathione,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/56_S-hydroxy-methylglutathione.sdf,
A19_57_S-3-oxopropylglutathione,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/57_S-3-oxopropylglutathione.sdf,
A19_58_S-(4-oxobutan-2-yl)glutathione,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/58_S-(4-oxobutan-2-yl)glutathione.sdf,
A19_59_4-Hydroxynonenal_glutathione,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/59_4-Hydroxynonenal_glutathione.sdf,
A19_5_butyraldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/5_butyraldehyde.sdf,
A19_60_S-Formylglutathione,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/60_S-Formylglutathione.sdf,
A19_6_amylaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/6_amylaldehyde.sdf,
A19_7_glutaraldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/7_glutaraldehyde.sdf,
A19_8_hexanal,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/8_hexanal.sdf,
A19_9_2-hydroxypropionaldehyde,/mnt/Coco/A15-B2/A19.pdb,/mnt/Coco/substrate/9_2-hydroxypropionaldehyde.sdf,
B1_10_4-guanidinobutyraldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/10_4-guanidinobutyraldehyde.sdf,
B1_11_prop-2-enal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/11_prop-2-enal.sdf,
B1_12_prop-2-ynal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/12_prop-2-ynal.sdf,
B1_13_(2E)-but-2-enal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/13_(2E)-but-2-enal.sdf,
B1_14_trans-2-Hexenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/14_trans-2-Hexenal.sdf,
B1_15_heptanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/15_heptanal.sdf,
B1_16_octanaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/16_octanaldehyde.sdf,
B1_17_nonanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/17_nonanal.sdf,
B1_18_decanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/18_decanal.sdf,
B1_19_dodecanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/19_dodecanal.sdf,
B1_1_formaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/1_formaldehyde.sdf,
B1_20_Citral,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/20_Citral.sdf,
B1_21_cis-2-Octenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/21_cis-2-Octenal.sdf,
B1_22_trans-2-Octenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/22_trans-2-Octenal.sdf,
B1_23_4-Hydroxynonenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/23_4-Hydroxynonenal.sdf,
B1_24_Tetradecanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/24_Tetradecanal.sdf,
B1_25_hexadecanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/25_hexadecanal.sdf,
B1_26_trans-2-hexadecenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/26_trans-2-hexadecenal.sdf,
B1_27_Benzaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/27_Benzaldehyde.sdf,
B1_28_Phenylacetaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/28_Phenylacetaldehyde.sdf,
B1_29_Salicylaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/29_Salicylaldehyde.sdf,
B1_2_acetaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/2_acetaldehyde.sdf,
"B1_30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",/mnt/Coco/A15-B2/B1.pdb,"/mnt/Coco/substrate/30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal.sdf",
"B1_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",/mnt/Coco/A15-B2/B1.pdb,"/mnt/Coco/substrate/31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal.sdf",
B1_32_9-cis-Retinal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/32_9-cis-Retinal.sdf,
B1_33_11-cis-Retinol,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/33_11-cis-Retinol.sdf,
B1_34_4-hydroxy-2-nonenal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/34_4-hydroxy-2-nonenal.sdf,
B1_35_Cinnamaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/35_Cinnamaldehyde.sdf,
B1_36_3-(4-Isopropylphenyl)-2-methylpropanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/36_3-(4-Isopropylphenyl)-2-methylpropanal.sdf,
B1_37_thiobenzaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/37_thiobenzaldehyde.sdf,
"B1_38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",/mnt/Coco/A15-B2/B1.pdb,"/mnt/Coco/substrate/38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde.sdf",
B1_39_4-nitrobenzaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/39_4-nitrobenzaldehyde.sdf,
B1_3_propylaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/3_propylaldehyde.sdf,
B1_40_Furan-2-carbaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/40_Furan-2-carbaldehyde.sdf,
B1_41_Indole-3-acetaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/41_Indole-3-acetaldehyde.sdf,
B1_42_Glutamate-5-semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/42_Glutamate-5-semialdehyde.sdf,
B1_43_Glutamate-1-semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/43_Glutamate-1-semialdehyde.sdf,
B1_44_glutarate semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/44_glutarate semialdehyde.sdf,
B1_45_adipate semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/45_adipate semialdehyde.sdf,
B1_46_Succinic semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/46_Succinic semialdehyde.sdf,
B1_47_methylmalonate semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/47_methylmalonate semialdehyde.sdf,
B1_48_alpha-aminoadipate semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/48_alpha-aminoadipate semialdehyde.sdf,
B1_49_2-Aminomuconic semialdehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/49_2-Aminomuconic semialdehyde.sdf,
B1_4_malonaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/4_malonaldehyde.sdf,
B1_50_10-formyltetrahydrofolate,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/50_10-formyltetrahydrofolate.sdf,
B1_51_6R-Tetrahydrofolic acid,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/51_6R-Tetrahydrofolic acid.sdf,
B1_52_Triose phosphate,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/52_Triose phosphate.sdf,
B1_53_Pyridoxal phosphate,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/53_Pyridoxal phosphate.sdf,
B1_54_Methanol,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/54_Methanol.sdf,
B1_55_Ethanol,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/55_Ethanol.sdf,
B1_56_S-hydroxy-methylglutathione,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/56_S-hydroxy-methylglutathione.sdf,
B1_57_S-3-oxopropylglutathione,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/57_S-3-oxopropylglutathione.sdf,
B1_58_S-(4-oxobutan-2-yl)glutathione,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/58_S-(4-oxobutan-2-yl)glutathione.sdf,
B1_59_4-Hydroxynonenal_glutathione,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/59_4-Hydroxynonenal_glutathione.sdf,
B1_5_butyraldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/5_butyraldehyde.sdf,
B1_60_S-Formylglutathione,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/60_S-Formylglutathione.sdf,
B1_6_amylaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/6_amylaldehyde.sdf,
B1_7_glutaraldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/7_glutaraldehyde.sdf,
B1_8_hexanal,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/8_hexanal.sdf,
B1_9_2-hydroxypropionaldehyde,/mnt/Coco/A15-B2/B1.pdb,/mnt/Coco/substrate/9_2-hydroxypropionaldehyde.sdf,
B2_10_4-guanidinobutyraldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/10_4-guanidinobutyraldehyde.sdf,
B2_11_prop-2-enal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/11_prop-2-enal.sdf,
B2_12_prop-2-ynal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/12_prop-2-ynal.sdf,
B2_13_(2E)-but-2-enal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/13_(2E)-but-2-enal.sdf,
B2_14_trans-2-Hexenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/14_trans-2-Hexenal.sdf,
B2_15_heptanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/15_heptanal.sdf,
B2_16_octanaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/16_octanaldehyde.sdf,
B2_17_nonanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/17_nonanal.sdf,
B2_18_decanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/18_decanal.sdf,
B2_19_dodecanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/19_dodecanal.sdf,
B2_1_formaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/1_formaldehyde.sdf,
B2_20_Citral,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/20_Citral.sdf,
B2_21_cis-2-Octenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/21_cis-2-Octenal.sdf,
B2_22_trans-2-Octenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/22_trans-2-Octenal.sdf,
B2_23_4-Hydroxynonenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/23_4-Hydroxynonenal.sdf,
B2_24_Tetradecanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/24_Tetradecanal.sdf,
B2_25_hexadecanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/25_hexadecanal.sdf,
B2_26_trans-2-hexadecenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/26_trans-2-hexadecenal.sdf,
B2_27_Benzaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/27_Benzaldehyde.sdf,
B2_28_Phenylacetaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/28_Phenylacetaldehyde.sdf,
B2_29_Salicylaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/29_Salicylaldehyde.sdf,
B2_2_acetaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/2_acetaldehyde.sdf,
"B2_30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",/mnt/Coco/A15-B2/B2.pdb,"/mnt/Coco/substrate/30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal.sdf",
"B2_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",/mnt/Coco/A15-B2/B2.pdb,"/mnt/Coco/substrate/31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal.sdf",
B2_32_9-cis-Retinal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/32_9-cis-Retinal.sdf,
B2_33_11-cis-Retinol,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/33_11-cis-Retinol.sdf,
B2_34_4-hydroxy-2-nonenal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/34_4-hydroxy-2-nonenal.sdf,
B2_35_Cinnamaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/35_Cinnamaldehyde.sdf,
B2_36_3-(4-Isopropylphenyl)-2-methylpropanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/36_3-(4-Isopropylphenyl)-2-methylpropanal.sdf,
B2_37_thiobenzaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/37_thiobenzaldehyde.sdf,
"B2_38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",/mnt/Coco/A15-B2/B2.pdb,"/mnt/Coco/substrate/38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde.sdf",
B2_39_4-nitrobenzaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/39_4-nitrobenzaldehyde.sdf,
B2_3_propylaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/3_propylaldehyde.sdf,
B2_40_Furan-2-carbaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/40_Furan-2-carbaldehyde.sdf,
B2_41_Indole-3-acetaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/41_Indole-3-acetaldehyde.sdf,
B2_42_Glutamate-5-semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/42_Glutamate-5-semialdehyde.sdf,
B2_43_Glutamate-1-semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/43_Glutamate-1-semialdehyde.sdf,
B2_44_glutarate semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/44_glutarate semialdehyde.sdf,
B2_45_adipate semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/45_adipate semialdehyde.sdf,
B2_46_Succinic semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/46_Succinic semialdehyde.sdf,
B2_47_methylmalonate semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/47_methylmalonate semialdehyde.sdf,
B2_48_alpha-aminoadipate semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/48_alpha-aminoadipate semialdehyde.sdf,
B2_49_2-Aminomuconic semialdehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/49_2-Aminomuconic semialdehyde.sdf,
B2_4_malonaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/4_malonaldehyde.sdf,
B2_50_10-formyltetrahydrofolate,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/50_10-formyltetrahydrofolate.sdf,
B2_51_6R-Tetrahydrofolic acid,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/51_6R-Tetrahydrofolic acid.sdf,
B2_52_Triose phosphate,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/52_Triose phosphate.sdf,
B2_53_Pyridoxal phosphate,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/53_Pyridoxal phosphate.sdf,
B2_54_Methanol,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/54_Methanol.sdf,
B2_55_Ethanol,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/55_Ethanol.sdf,
B2_56_S-hydroxy-methylglutathione,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/56_S-hydroxy-methylglutathione.sdf,
B2_57_S-3-oxopropylglutathione,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/57_S-3-oxopropylglutathione.sdf,
B2_58_S-(4-oxobutan-2-yl)glutathione,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/58_S-(4-oxobutan-2-yl)glutathione.sdf,
B2_59_4-Hydroxynonenal_glutathione,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/59_4-Hydroxynonenal_glutathione.sdf,
B2_5_butyraldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/5_butyraldehyde.sdf,
B2_60_S-Formylglutathione,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/60_S-Formylglutathione.sdf,
B2_6_amylaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/6_amylaldehyde.sdf,
B2_7_glutaraldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/7_glutaraldehyde.sdf,
B2_8_hexanal,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/8_hexanal.sdf,
B2_9_2-hydroxypropionaldehyde,/mnt/Coco/A15-B2/B2.pdb,/mnt/Coco/substrate/9_2-hydroxypropionaldehyde.sdf,
